"Name","datamodule.dataset.dataset_name","module.network.model.restrict_logits","module.network.model_name","tags","_wandb","module.network.model.pooling","test/AUROC","test/MulticlassAccuracy"
"module.network.model_name: vit_inatsound","beans_watkins","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.9676110744476318","0.6784660816192627"
"module.network.model_name: convnext_bs","beans_bats","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.9387783408164978","0.6539999842643738"
"module.network.model_name: convnext_bs","beans_dogs","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.9928635954856871","0.8848921060562134"
"module.network.model_name: convnext_bs","beans_cbi","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.984642505645752","0.7638121843338013"
"module.network.model_name: convnext_bs","beans_watkins","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.991275191307068","0.8318583965301514"
"module.network.model_name: audio_mae","beans_bats","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae"",""rs110725""]","","attentive","0.9503369331359864","0.6685000061988831"
"module.network.model_name: audio_mae","beans_dogs","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae"",""rs110725""]","","attentive","0.9897754788398744","0.8705036044120789"
"module.network.model_name: audio_mae","beans_watkins","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae"",""rs110725""]","","attentive","0.9902666807174684","0.8348082304000854"
"module.network.model_name: eat_ssl","beans_bats","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl"",""rs110725""]","","just_cls","0.9081488847732544","0.5665000081062317"
"module.network.model_name: eat_ssl","beans_dogs","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl"",""rs110725""]","","just_cls","0.9843409657478333","0.8489208817481995"
"module.network.model_name: eat_ssl","beans_cbi","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl"",""rs110725""]","","just_cls","0.9544886350631714","0.4085635244846344"
"module.network.model_name: eat_ssl","beans_watkins","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl"",""rs110725""]","","just_cls","0.9869564175605774","0.8289085626602173"
"module.network.model_name: convnext_bs","beans_bats","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs"",""rs110725""]","","default","0.9426944851875304","0.6614999771118164"
"module.network.model_name: convnext_bs","beans_dogs","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs"",""rs110725""]","","default","0.9946315884590148","0.8920863270759583"
"module.network.model_name: convnext_bs","beans_cbi","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs"",""rs110725""]","","default","0.9890252351760864","0.7856353521347046"
"module.network.model_name: convnext_bs","beans_watkins","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs"",""rs110725""]","","default","0.989060401916504","0.8230088353157043"
"module.network.model_name: BEATs_NatureLM","beans_bats","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs110725""]","","","0.9251272082328796","0.5770000219345093"
"module.network.model_name: BEATs_NatureLM","beans_dogs","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs110725""]","","","0.9417813420295716","0.7482014298439026"
"module.network.model_name: audio_mae","beans_bats","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""audio_mae"",""rs110725""]","","just_cls","0.8753457069396973","0.4480000138282776"
"module.network.model_name: audio_mae","beans_dogs","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""audio_mae"",""rs110725""]","","just_cls","0.5602673888206482","0.2158273309469223"
"module.network.model_name: BEATs_NatureLM","beans_cbi","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs110725""]","","","0.9305219054222108","0.3298342525959015"
"module.network.model_name: BEATs_NatureLM","beans_watkins","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs110725""]","","","0.9893848896026612","0.8200590014457703"
"module.network.model_name: audio_mae","beans_watkins","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""audio_mae"",""rs110725""]","","just_cls","0.8260397911071777","0.30678465962409973"
"module.network.model_name: surfperch","beans_cbi","true","surfperch","[""biofoundation"",""BEANS"",""restrict"",""surfperch""]","","","0.9830405712127686","0.640331506729126"
"module.network.model_name: perch","beans_cbi","true","perch","[""biofoundation"",""BEANS"",""restrict"",""perch""]","","","0.9933139085769652","0.8729282021522522"
"module.network.model_name: convnext_bs","beans_cbi","true","convnext_bs","[""biofoundation"",""BEANS"",""restrict"",""convnext_bs""]","","default","0.9917147159576416","0.829281747341156"
"module.network.model_name: convnext_bs","beans_bats","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs""]","","attentive","0.8698939681053162","0.5180000066757202"
"module.network.model_name: convnext_bs","beans_humbugdb","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs""]","","attentive","0.9450429081916808","0.6928456425666809"
"module.network.model_name: convnext_bs","beans_dogs","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs""]","","attentive","0.9851665496826172","0.8489208817481995"
"module.network.model_name: convnext_bs","beans_cbi","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs""]","","attentive","0.9676400423049928","0.6220994591712952"
"module.network.model_name: convnext_bs","beans_watkins","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""convnext_bs""]","","attentive","0.9767277240753174","0.7404129505157471"
"module.network.model_name: convnext_bs","beans_bats","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs""]","","default","0.9319047927856444","0.6334999799728394"
"module.network.model_name: convnext_bs","beans_humbugdb","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs""]","","default","0.9619408249855042","0.7520171999931335"
"module.network.model_name: convnext_bs","beans_dogs","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs""]","","default","0.9922993779182434","0.8848921060562134"
"module.network.model_name: convnext_bs","beans_cbi","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs""]","","default","0.989329993724823","0.779558002948761"
"module.network.model_name: convnext_bs","beans_watkins","","convnext_bs","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""convnext_bs""]","","default","0.9889520406723022","0.8318583965301514"
"module.network.model_name: surfperch","beans_bats","false","surfperch","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""surfperch""]","","","0.8920155763626099","0.5540000200271606"
"module.network.model_name: surfperch","beans_humbugdb","false","surfperch","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""surfperch""]","","","0.9614568948745728","0.7520171999931335"
"module.network.model_name: surfperch","beans_dogs","false","surfperch","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""surfperch""]","","","0.9741875529289246","0.7841726541519165"
"module.network.model_name: surfperch","beans_cbi","false","surfperch","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""surfperch""]","","","0.975972294807434","0.58950275182724"
"module.network.model_name: surfperch","beans_watkins","false","surfperch","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""surfperch""]","","","0.987507700920105","0.8082596063613892"
"module.network.model_name: BEATs_NatureLM","beans_humbugdb","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","","0.959679365158081","0.7697687149047852"
"module.network.model_name: vit_inatsound","beans_dogs","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""vit_inatsound""]","","just_cls","0.8929125070571899","0.5827338099479675"
"module.network.model_name: vit_inatsound","beans_bats","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""vit_inatsound""]","","just_cls","0.8660694360733032","0.45249998569488525"
"module.network.model_name: vit_inatsound","beans_humbugdb","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""vit_inatsound""]","","just_cls","0.9351237416267396","0.6971489787101746"
"module.network.model_name: vit_inatsound","beans_cbi","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""vit_inatsound""]","","just_cls","0.8280957937240601","0.14613260328769684"
"module.network.model_name: vit_inatsound","beans_bats","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""vit_inatsound""]","","attentive","0.9344614148139954","0.6104999780654907"
"module.network.model_name: vit_inatsound","beans_humbugdb","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""vit_inatsound""]","","attentive","0.9570460319519044","0.7530930638313293"
"module.network.model_name: vit_inatsound","beans_dogs","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""vit_inatsound""]","","attentive","0.9238740801811218","0.6258992552757263"
"module.network.model_name: vit_inatsound","beans_cbi","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""vit_inatsound""]","","attentive","0.8770564794540405","0.2381215542554855"
"module.network.model_name: vit_inatsound","beans_watkins","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""vit_inatsound""]","","attentive","0.979846715927124","0.728613555431366"
"module.network.model_name: vit_inatsound","beans_watkins","","vit_inatsound","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""vit_inatsound""]","","just_cls","0.9749042987823486","0.6843658089637756"
"module.network.model_name: biolingual","beans_bats","","biolingual","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""biolingual""]","","attentive","0.9468366503715516","0.6579999923706055"
"module.network.model_name: BEATs_NatureLM","beans_bats","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","","0.924813449382782","0.5730000138282776"
"module.network.model_name: BEATs_NatureLM","beans_dogs","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","","0.9334163069725036","0.6834532618522644"
"module.network.model_name: biolingual","beans_humbugdb","","biolingual","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""biolingual""]","","attentive","0.9701429605484008","0.787520170211792"
"module.network.model_name: biolingual","beans_dogs","","biolingual","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""biolingual""]","","attentive","0.9964286684989928","0.8848921060562134"
"module.network.model_name: BEATs_NatureLM","beans_cbi","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","","0.930718958377838","0.32790055871009827"
"module.network.model_name: BEATs_NatureLM","beans_watkins","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","","0.9895817041397096","0.8495575189590454"
"module.network.model_name: ProtoCLR","beans_bats","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""ProtoCLR""]","","attentive","0.9403827786445618","0.6389999985694885"
"module.network.model_name: biolingual","beans_cbi","","biolingual","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""biolingual""]","","attentive","0.9850419163703918","0.7237569093704224"
"module.network.model_name: biolingual","beans_watkins","","biolingual","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""biolingual""]","","attentive","0.990770936012268","0.8348082304000854"
"module.network.model_name: ProtoCLR","beans_humbugdb","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""ProtoCLR""]","","attentive","0.9662273526191713","0.7864443063735962"
"module.network.model_name: ProtoCLR","beans_dogs","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""ProtoCLR""]","","attentive","0.9951906204223632","0.9136690497398376"
"module.network.model_name: ProtoCLR","beans_cbi","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""ProtoCLR""]","","attentive","0.9763885736465454","0.6383978128433228"
"module.network.model_name: ProtoCLR","beans_watkins","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""ProtoCLR""]","","attentive","0.9784941673278807","0.7581120729446411"
"module.network.model_name: ProtoCLR","beans_bats","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""ProtoCLR""]","","just_cls","0.939218044281006","0.6359999775886536"
"module.network.model_name: ProtoCLR","beans_humbugdb","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""ProtoCLR""]","","just_cls","0.965084433555603","0.771920382976532"
"module.network.model_name: ProtoCLR","beans_dogs","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""ProtoCLR""]","","just_cls","0.9952957034111024","0.8561151027679443"
"module.network.model_name: ProtoCLR","beans_cbi","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""ProtoCLR""]","","just_cls","0.9791650772094728","0.6577348113059998"
"module.network.model_name: ProtoCLR","beans_watkins","","ProtoCLR","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""ProtoCLR""]","","just_cls","0.9830709099769592","0.7964601516723633"
"module.network.model_name: bird_aves","beans_bats","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""bird_aves""]","","attentive","0.9510561227798462","0.6759999990463257"
"module.network.model_name: bird_aves","beans_humbugdb","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""bird_aves""]","","attentive","0.9704334139823914","0.7912856340408325"
"module.network.model_name: bird_aves","beans_dogs","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""bird_aves""]","","attentive","0.9940004348754884","0.9064748287200928"
"module.network.model_name: bird_aves","beans_cbi","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""bird_aves""]","","attentive","0.9597493410110474","0.5165745615959167"
"module.network.model_name: bird_aves","beans_watkins","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""bird_aves""]","","attentive","0.972497820854187","0.7109144330024719"
"module.network.model_name: aves","beans_bats","","aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""aves""]","","attentive","0.9551441073417664","0.6894999742507935"
"module.network.model_name: aves","beans_humbugdb","","aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""aves""]","","attentive","0.9705572724342346","0.7988165616989136"
"module.network.model_name: aves","beans_dogs","","aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""aves""]","","attentive","0.990208625793457","0.8417266011238098"
"module.network.model_name: aves","beans_cbi","","aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""aves""]","","attentive","0.9532564878463744","0.47790056467056274"
"module.network.model_name: aves","beans_watkins","","aves","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""aves""]","","attentive","0.98740416765213","0.778761088848114"
"module.network.model_name: bird_aves","beans_bats","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""bird_aves""]","","just_cls","0.8947522044181824","0.4970000088214874"
"module.network.model_name: bird_aves","beans_humbugdb","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""bird_aves""]","","just_cls","0.9344054460525512","0.7224314212799072"
"module.network.model_name: bird_aves","beans_cbi","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""bird_aves""]","","just_cls","0.8320657014846802","0.10331491380929948"
"module.network.model_name: bird_aves","beans_watkins","","bird_aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""bird_aves""]","","just_cls","0.9559382200241088","0.6224188804626465"
"module.network.model_name: aves","beans_bats","","aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""aves""]","","just_cls","0.8715969920158386","0.46149998903274536"
"module.network.model_name: aves","beans_humbugdb","","aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""aves""]","","just_cls","0.9476993083953856","0.7358794808387756"
"module.network.model_name: aves","beans_dogs","","aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""aves""]","","just_cls","0.8663668036460876","0.6043165326118469"
"module.network.model_name: aves","beans_cbi","","aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""aves""]","","just_cls","0.8409390449523926","0.076243095099926"
"module.network.model_name: aves","beans_watkins","","aves","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""aves""]","","just_cls","0.9601894617080688","0.5988200306892395"
"module.network.model_name: audio_mae","beans_bats","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae""]","","attentive","0.9520097970962524","0.671999990940094"
"module.network.model_name: audio_mae","beans_humbugdb","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae""]","","attentive","0.9692546725273132","0.7993544936180115"
"module.network.model_name: audio_mae","beans_dogs","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae""]","","attentive","0.9912750124931335","0.8489208817481995"
"module.network.model_name: audio_mae","beans_cbi","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae""]","","attentive","0.95855313539505","0.4591160118579865"
"module.network.model_name: audio_mae","beans_watkins","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""audio_mae""]","","attentive","0.9901688098907472","0.8318583965301514"
"module.network.model_name: eat_ssl","beans_bats","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""eat_ssl""]","","attentive","0.946549117565155","0.656499981880188"
"module.network.model_name: eat_ssl","beans_humbugdb","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""eat_ssl""]","","attentive","0.979617953300476","0.8257127404212952"
"module.network.model_name: eat_ssl","beans_dogs","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""eat_ssl""]","","attentive","0.9827686548233032","0.8417266011238098"
"module.network.model_name: eat_ssl","beans_cbi","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""eat_ssl""]","","attentive","0.969165861606598","0.4878453016281128"
"module.network.model_name: eat_ssl","beans_watkins","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""eat_ssl""]","","attentive","0.9883454442024232","0.8407079577445984"
"module.network.model_name: audio_mae","beans_cbi","","audio_mae","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""audio_mae""]","","just_cls","0.92851722240448","0.3535911738872528"
"module.network.model_name: eat_ssl","beans_bats","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl""]","","just_cls","0.9082691073417664","0.5690000057220459"
"module.network.model_name: eat_ssl","beans_humbugdb","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl""]","","just_cls","0.963208019733429","0.7751479148864746"
"module.network.model_name: eat_ssl","beans_dogs","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl""]","","just_cls","0.9831549525260924","0.8561151027679443"
"module.network.model_name: eat_ssl","beans_cbi","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl""]","","just_cls","0.9542088508605956","0.4049723744392395"
"module.network.model_name: eat_ssl","beans_watkins","","eat_ssl","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""eat_ssl""]","","just_cls","0.9867958426475524","0.8259587287902832"
"module.network.model_name: BEATs","beans_bats","","BEATs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""BEATs""]","","attentive","0.9703344702720642","0.7544999718666077"
"module.network.model_name: BEATs","beans_humbugdb","","BEATs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""BEATs""]","","attentive","0.9708733558654784","0.8262506723403931"
"module.network.model_name: BEATs","beans_dogs","","BEATs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""BEATs""]","","attentive","0.996807873249054","0.9568345546722412"
"module.network.model_name: BEATs","beans_cbi","","BEATs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""BEATs""]","","attentive","0.966147243976593","0.5251381397247314"
"module.network.model_name: BEATs","beans_watkins","","BEATs","[""biofoundation"",""BEANS"",""augmentations"",""attentive"",""BEATs""]","","attentive","0.9924994707107544","0.8643068075180054"
"module.network.model_name: BEATs_NatureLM","beans_bats","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","attentive","0.96852844953537","0.7620000243186951"
"module.network.model_name: BEATs_NatureLM","beans_humbugdb","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","attentive","0.977145791053772","0.8230231404304504"
"module.network.model_name: BEATs_NatureLM","beans_dogs","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","attentive","0.998626172542572","0.9568345546722412"
"module.network.model_name: BEATs_NatureLM","beans_cbi","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","attentive","0.988891065120697","0.7458563446998596"
"module.network.model_name: BEATs_NatureLM","beans_watkins","","BEATs_NatureLM","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""BEATs_NatureLM""]","","attentive","0.9935570955276488","0.9115044474601746"
"module.network.model_name: biolingual","beans_bats","","biolingual","[""biofoundation"",""BEANS"",""augmentations"",""linearprobing"",""biolingual""]","","","0.8881436586380005","0.5350000262260437"
"module.network.model_name: BEATs","beans_humbugdb","","BEATs","[""biofoundation"",""BEATs"",""linearprobing"",""augs_beans""]","","","0.9611865878105164","0.7810651063919067"
"module.network.model_name: BEATs","beans_dogs","","BEATs","[""biofoundation"",""BEATs"",""linearprobing"",""augs_beans""]","","","0.9664665460586548","0.8057553768157959"
"module.network.model_name: BEATs","beans_cbi","","BEATs","[""biofoundation"",""BEATs"",""linearprobing"",""augs_beans""]","","","0.8896641731262207","0.1991712749004364"
"module.network.model_name: BEATs","beans_watkins","","BEATs","[""biofoundation"",""BEATs"",""linearprobing"",""augs_beans""]","","","0.9877246618270874","0.8318583965301514"
