"Name","datamodule.dataset.dataset_name","module.network.model.restrict_logits","module.network.model_name","tags","_wandb","module.network.model.pooling","test/MultilabelAUROC","test/cmAP5"
"module.network.model_name: BEATs","HSN","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.7342199087142944","0.12717436254024506"
"module.network.model_name: BEATs","UHH","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.6907967329025269","0.09775527566671371"
"module.network.model_name: BEATs","NES","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.7714221477508545","0.08132381737232208"
"module.network.model_name: BEATs","POW","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.665847897529602","0.145980104804039"
"module.network.model_name: BEATs","PER","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.6222518682479858","0.05723463371396065"
"module.network.model_name: aves","SNE","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.6105813384056091","0.06005259603261947"
"module.network.model_name: BEATs_NatureLM","SNE","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.7817419767379761","0.19963297247886655"
"module.network.model_name: aves","SSW","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.7135002613067627","0.028566019609570503"
"module.network.model_name: aves","NBP","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.6237889528274536","0.13584953546524048"
"module.network.model_name: aves","HSN","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.6038510203361511","0.04835502430796623"
"module.network.model_name: BEATs_NatureLM","SSW","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.894545316696167","0.210990309715271"
"module.network.model_name: biolingual","POW","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""biolingual"",""rs240725""]","","attentive","0.7900065183639526","0.35070863366127014"
"module.network.model_name: aves","UHH","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.6709901094436646","0.09899654239416122"
"module.network.model_name: BEATs_NatureLM","NBP","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.8548784852027893","0.4156317710876465"
"module.network.model_name: BEATs_NatureLM","HSN","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.8442346453666687","0.22503551840782168"
"module.network.model_name: aves","NES","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.6976612210273743","0.040336430072784424"
"module.network.model_name: BEATs_NatureLM","UHH","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.7273241877555847","0.11927546560764311"
"module.network.model_name: BEATs_NatureLM","NES","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.8415040373802185","0.13934321701526642"
"module.network.model_name: aves","POW","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.5992481708526611","0.11473813652992249"
"module.network.model_name: BEATs_NatureLM","POW","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.7798234820365906","0.23431001603603363"
"module.network.model_name: BEATs","SSW","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.7781487107276917","0.06663119792938232"
"module.network.model_name: BEATs_NatureLM","PER","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs_NatureLM"",""rs240725""]","","","0.6625941395759583","0.06930522620677948"
"module.network.model_name: BEATs","SNE","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.7274916172027588","0.1139335185289383"
"module.network.model_name: aves","PER","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs240725""]","","just_cls","0.55321204662323","0.030571941286325455"
"module.network.model_name: BEATs","NBP","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs240725""]","","","0.7537673115730286","0.2359349429607391"
"module.network.model_name: BEATs_NatureLM","SNE","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.8048794269561768","0.27547982335090637"
"module.network.model_name: vit_inatsound","SNE","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.6652339100837708","0.08733261376619339"
"module.network.model_name: vit_inatsound","SSW","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.7279393076896667","0.05877029523253441"
"module.network.model_name: vit_inatsound","NBP","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.6981115341186523","0.20516982674598697"
"module.network.model_name: vit_inatsound","HSN","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.6732684373855591","0.10494678467512132"
"module.network.model_name: vit_inatsound","UHH","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.6495277285575867","0.10323219001293182"
"module.network.model_name: vit_inatsound","NES","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.725204586982727","0.08103551715612411"
"module.network.model_name: vit_inatsound","POW","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.6502251625061035","0.13600139319896698"
"module.network.model_name: BEATs_NatureLM","SSW","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.9326273798942566","0.4463396966457367"
"module.network.model_name: vit_inatsound","PER","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""vit_inatsound"",""rs240725""]","","just_cls","0.5876110792160034","0.04601782560348511"
"module.network.model_name: perch","SNE","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.8361005187034607","0.3030902147293091"
"module.network.model_name: perch","SSW","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.9265359044075012","0.3350708782672882"
"module.network.model_name: perch","NBP","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.9232523441314696","0.6506285071372986"
"module.network.model_name: perch","HSN","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.9132674336433412","0.4982786774635315"
"module.network.model_name: perch","UHH","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.7558242082595825","0.24128152430057528"
"module.network.model_name: BEATs_NatureLM","NBP","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.9004160761833191","0.6114747524261475"
"module.network.model_name: perch","NES","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.9169001579284668","0.3753465414047241"
"module.network.model_name: BEATs_NatureLM","HSN","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.8494491577148438","0.4711367189884186"
"module.network.model_name: perch","POW","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.8517190217971802","0.3676391839981079"
"module.network.model_name: BEATs_NatureLM","UHH","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.807163655757904","0.26936638355255127"
"module.network.model_name: perch","PER","false","perch","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""perch"",""rs240725""]","","","0.7194784879684448","0.19767867028713224"
"module.network.model_name: convnext_bs","SNE","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.8524125218391418","0.3253423869609833"
"module.network.model_name: BEATs_NatureLM","NES","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.8905527591705322","0.3579413592815399"
"module.network.model_name: convnext_bs","SSW","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.9247275590896606","0.3994759619235992"
"module.network.model_name: convnext_bs","NBP","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.9226770401000975","0.6622572541236877"
"module.network.model_name: BEATs_NatureLM","POW","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.8324217796325684","0.39569222927093506"
"module.network.model_name: convnext_bs","HSN","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.9090398550033568","0.5263567566871643"
"module.network.model_name: convnext_bs","UHH","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.7892017960548401","0.2600884735584259"
"module.network.model_name: convnext_bs","NES","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.8866889476776123","0.3605498969554901"
"module.network.model_name: convnext_bs","POW","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.8405968546867371","0.3847114145755768"
"module.network.model_name: convnext_bs","PER","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""convnext_bs"",""rs240725""]","","default","0.7213100790977478","0.20017145574092865"
"module.network.model_name: BEATs_NatureLM","PER","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs240725""]","","attentive","0.7368975877761841","0.2058575302362442"
"module.network.model_name: bird_aves","UHH","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.7463334202766418","0.1540017127990723"
"module.network.model_name: bird_aves","NES","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.8855786323547363","0.20376364886760712"
"module.network.model_name: bird_aves","POW","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.7608959078788757","0.23924311995506287"
"module.network.model_name: bird_aves","SSW","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.854423463344574","0.1745552122592926"
"module.network.model_name: bird_aves","PER","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.6364163756370544","0.08657968044281006"
"module.network.model_name: bird_aves","SNE","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.7602322697639465","0.21206308901309967"
"module.network.model_name: aves","SNE","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.6723679900169373","0.13928107917308807"
"module.network.model_name: bird_aves","NBP","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.8161194920539856","0.39054903388023376"
"module.network.model_name: bird_aves","HSN","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""bird_aves"",""rs110725""]","","attentive","0.8173843026161194","0.30483976006507874"
"module.network.model_name: aves","SSW","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.8048698306083679","0.11195410788059236"
"module.network.model_name: aves","NBP","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.759040117263794","0.3095038831233978"
"module.network.model_name: aves","HSN","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.768661618232727","0.20916436612606049"
"module.network.model_name: aves","UHH","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.7735338807106018","0.14413875341415405"
"module.network.model_name: aves","NES","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.8384831547737122","0.1671622395515442"
"module.network.model_name: bird_aves","SNE","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.6494953632354736","0.06507769972085953"
"module.network.model_name: aves","POW","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.7177126407623291","0.1936512291431427"
"module.network.model_name: aves","PER","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""aves"",""rs110725""]","","attentive","0.5908379554748535","0.056987956166267395"
"module.network.model_name: bird_aves","SSW","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.7348788380622864","0.034034859389066696"
"module.network.model_name: bird_aves","NBP","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.6574761271476746","0.14324314892292023"
"module.network.model_name: bird_aves","HSN","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.6689537763595581","0.051144447177648544"
"module.network.model_name: bird_aves","UHH","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.5826379060745239","0.07712891697883606"
"module.network.model_name: bird_aves","PER","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.5720241665840149","0.0378723070025444"
"module.network.model_name: vit_inatsound","SNE","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.7042792439460754","0.11440873891115189"
"module.network.model_name: bird_aves","NES","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.7287894487380981","0.044304028153419495"
"module.network.model_name: aves","SNE","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.6068361401557922","0.06013089790940285"
"module.network.model_name: vit_inatsound","SSW","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.7741925120353699","0.0988040640950203"
"module.network.model_name: bird_aves","POW","","bird_aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""bird_aves"",""rs110725""]","","just_cls","0.6268340945243835","0.10852396488189696"
"module.network.model_name: vit_inatsound","NBP","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.7596862316131592","0.2762404978275299"
"module.network.model_name: vit_inatsound","HSN","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.6670211553573608","0.14313560724258423"
"module.network.model_name: vit_inatsound","UHH","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.6877864599227905","0.11900968104600906"
"module.network.model_name: vit_inatsound","NES","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.77122962474823","0.13221432268619537"
"module.network.model_name: vit_inatsound","POW","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.6822490692138672","0.17091697454452515"
"module.network.model_name: vit_inatsound","PER","","vit_inatsound","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""vit_inatsound"",""rs110725""]","","attentive","0.6062124967575073","0.0735219344496727"
"module.network.model_name: ProtoCLR","NBP","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.8502026796340942","0.49798718094825745"
"module.network.model_name: aves","SSW","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.7093674540519714","0.02882828563451767"
"module.network.model_name: aves","NBP","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.6353346109390259","0.13924574851989746"
"module.network.model_name: aves","HSN","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.6036717891693115","0.048937615007162094"
"module.network.model_name: aves","UHH","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.6551264524459839","0.0918153077363968"
"module.network.model_name: aves","NES","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.7004687786102295","0.04019315540790558"
"module.network.model_name: aves","POW","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.6035910844802856","0.1133034974336624"
"module.network.model_name: ProtoCLR","SNE","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.7520006895065308","0.21563218533992767"
"module.network.model_name: ProtoCLR","SSW","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.8471674919128418","0.2400279939174652"
"module.network.model_name: aves","PER","","aves","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""aves"",""rs110725""]","","just_cls","0.5474686026573181","0.03000609576702118"
"module.network.model_name: ProtoCLR","HSN","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.8081482648849487","0.2837405204772949"
"module.network.model_name: ProtoCLR","UHH","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.7327283024787903","0.2074757814407349"
"module.network.model_name: ProtoCLR","NES","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.8572362065315247","0.2647375464439392"
"module.network.model_name: biolingual","SNE","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.7019100785255432","0.13003231585025787"
"module.network.model_name: ProtoCLR","POW","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.767875075340271","0.29099130630493164"
"module.network.model_name: BEATs_NatureLM","SSW","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs110725""]","","attentive","0.9317792057991028","0.4378010928630829"
"module.network.model_name: ProtoCLR","PER","","ProtoCLR","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""ProtoCLR"",""rs110725""]","","attentive","0.6792875528335571","0.14775477349758148"
"module.network.model_name: biolingual","SSW","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.7824146151542664","0.12385833263397215"
"module.network.model_name: BEATs","SNE","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs"",""rs110725""]","","attentive","0.7848733067512512","0.22226658463478088"
"module.network.model_name: eat_ssl","SNE","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.7855425477027893","0.18438640236854553"
"module.network.model_name: biolingual","NBP","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.7502651810646057","0.2809731662273407"
"module.network.model_name: biolingual","HSN","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.7785719037055969","0.25349292159080505"
"module.network.model_name: biolingual","UHH","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.6200988292694092","0.09900441020727158"
"module.network.model_name: BEATs","SSW","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs"",""rs110725""]","","attentive","0.8899297118186951","0.20413513481616977"
"module.network.model_name: eat_ssl","SSW","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.8496235013008118","0.1719794720411301"
"module.network.model_name: eat_ssl","NBP","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.8493874073028564","0.4397564232349396"
"module.network.model_name: BEATs","NBP","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs"",""rs110725""]","","attentive","0.8488261103630066","0.42243051528930664"
"module.network.model_name: eat_ssl","HSN","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.7906820178031921","0.2462719529867172"
"module.network.model_name: eat_ssl","UHH","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.8015541434288025","0.18983174860477448"
"module.network.model_name: biolingual","NES","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.7611461281776428","0.10178682953119278"
"module.network.model_name: eat_ssl","NES","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.878757119178772","0.25538161396980286"
"module.network.model_name: biolingual","POW","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.7015328407287598","0.17542162537574768"
"module.network.model_name: eat_ssl","POW","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.7367299795150757","0.24420204758644104"
"module.network.model_name: eat_ssl","PER","","eat_ssl","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""eat_ssl"",""rs110725""]","","attentive","0.7077791690826416","0.13438300788402557"
"module.network.model_name: BEATs","HSN","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs"",""rs110725""]","","attentive","0.8375284075737","0.3028731048107147"
"module.network.model_name: BEATs","UHH","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs"",""rs110725""]","","attentive","0.8169987797737122","0.20845499634742737"
"module.network.model_name: biolingual","PER","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""biolingual"",""rs110725""]","","just_cls","0.5860543251037598","0.06676128506660461"
"module.network.model_name: audio_mae","SNE","","audio_mae","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""audio_mae"",""rs110725""]","","attentive","0.7825118899345398","0.20072029531002045"
"module.network.model_name: audio_mae","SSW","","audio_mae","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""audio_mae"",""rs110725""]","","attentive","0.8376426100730896","0.2243833839893341"
"module.network.model_name: BEATs","SSW","","BEATs","[""biofoundation"",""BirdSet"",""augmentations"",""linearprobing"",""BEATs"",""rs110725""]","","","0.7783861756324768","0.06669680029153824"
"module.network.model_name: biolingual","SNE","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""biolingual"",""rs110725""]","","attentive","0.803979754447937","0.22095896303653717"
"module.network.model_name: convnext_bs","SNE","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.8349180817604065","0.3091711699962616"
"module.network.model_name: convnext_bs","SSW","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.9124802947044371","0.3749499320983886"
"module.network.model_name: convnext_bs","NBP","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.92308509349823","0.6528921723365784"
"module.network.model_name: convnext_bs","HSN","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.8789411187171936","0.4927003085613251"
"module.network.model_name: convnext_bs","UHH","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.742559015750885","0.23824283480644223"
"module.network.model_name: convnext_bs","NES","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.8723641037940979","0.34332510828971863"
"module.network.model_name: convnext_bs","POW","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.8304621577262878","0.38227495551109314"
"module.network.model_name: biolingual","SSW","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""biolingual"",""rs110725""]","","attentive","0.9090073108673096","0.3131757080554962"
"module.network.model_name: convnext_bs","PER","","convnext_bs","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""convnext_bs"",""rs110725""]","","attentive","0.7220179438591003","0.1891312152147293"
"module.network.model_name: BEATs_NatureLM","SNE","","BEATs_NatureLM","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""BEATs_NatureLM"",""rs110725""]","","attentive","0.8174508213996887","0.28483980894088745"
"module.network.model_name: biolingual","NBP","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""biolingual"",""rs110725""]","","attentive","0.8854864239692688","0.5540518164634705"
"module.network.model_name: biolingual","HSN","","biolingual","[""biofoundation"",""BirdSet"",""augmentations"",""attentive"",""biolingual"",""rs110725""]","","attentive","0.821536660194397","0.41811344027519226"
